,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
60,BAZA Development,developer,https://ekb.cian.ru/sale/flat/293979288/,Екатеринбург,sale,flat,17,29,1,36.95,-1,0,7835039,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",10 м²,"16,7 м²",73432260927,, Шаумяна,11,Чкаловская,Дом 
61,PR FLAT,real_estate_agent,https://ekb.cian.ru/sale/flat/309483728/,Екатеринбург,sale,flat,25,25,1,52.16,-1,0,5950000,2022,-1,-1,-1,-1,"13,1 м²","24,7 м²",79827422635,,проспект Академика Сахарова,79,Геологическая,Академик
62,РИМ,real_estate_agent,https://ekb.cian.ru/sale/flat/289775618/,Екатеринбург,sale,flat,3,9,1,49.6,-1,0,7560000,2022,-1,-1,-1,-1,"13,4 м²",20 м²,79126418418,, Уктусская,42,Чкаловская,
63,Практика,developer,https://ekb.cian.ru/sale/flat/309071819/,Екатеринбург,sale,flat,17,25,1,43.33,-1,0,6956447,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",11 м²,-1,73432261782,Ленинский, Громова,26,Чкаловская,Дом на Ясной
64,Кулиговская и Партнёры,real_estate_agent,https://ekb.cian.ru/sale/flat/304919901/,Екатеринбург,sale,flat,12,30,1,45.0,-1,0,15590000,-1,-1,-1,-1,-1,18 м²,20 м²,79122847660,, Машинная,1в/2,Чкаловская,Clever park
65,Андрей Токмаков,realtor,https://ekb.cian.ru/sale/flat/305933562/,Екатеринбург,sale,flat,6,9,1,25.0,-1,0,4100000,1991,-1,-1,-1,-1,14 м²,5 м²,79122607215,Октябрьский, Куйбышева,104,Геологическая,
66,Стройтэк,developer,https://ekb.cian.ru/sale/flat/305161424/,Екатеринбург,sale,flat,25,32,1,36.45,-1,0,7010000,2023,-1,Монолитно-кирпичный,-1,Чистовая,"13,3 м²","13,7 м²",73432261693,Орджоникидзевский,проспект Космонавтов,26А,Машиностроителей,Атмосфера
67,Брусника,developer,https://ekb.cian.ru/sale/flat/308369033/,Екатеринбург,sale,flat,8,24,1,45.6,-1,0,13500000,2026,-1,-1,-1,Предчистовая,-1,-1,73432261776,Железнодорожный, Некрасова,8,Динамо,Квартал На Некрасова
68,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/308783684/,Екатеринбург,sale,flat,2,2,1,44.2,-1,0,4239000,1949,-1,-1,-1,-1,"22,6 м²",8 м²,79122515743,Орджоникидзевский, Бакинских Комиссаров,40,Проспект Космонавтов,
69,АТОМ,developer,https://ekb.cian.ru/sale/flat/309434198/,Екатеринбург,sale,flat,6,26,1,30.62,-1,0,4600000,2026,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","21,6 м²",-1,73432267519,, Академика Парина,,Чкаловская,Речной квартал
70,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/295048899/,Екатеринбург,sale,flat,13,24,1,32.1,-1,0,6750000,2026,-1,-1,-1,-1,"10,2 м²","15,4 м²",79122515743,Верх-Исетский, Ветеринарная,,Геологическая,PROGRESS Встречный
71,ID 75299149,realtor,https://ekb.cian.ru/sale/flat/294749131/,Екатеринбург,sale,flat,7,29,1,36.0,-1,0,6050000,2024,-1,-1,-1,Чистовая,-1,13 м²,79126927357,,,,Чкаловская,Студия Парк ЖК
72,Гринвич,representative_developer,https://ekb.cian.ru/sale/flat/300165651/,Екатеринбург,sale,flat,6,29,1,44.97,-1,0,9317784,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432261705,, Шаумяна,11,Чкаловская,Дом 
74,СКМ Девелопмент,developer,https://ekb.cian.ru/sale/flat/307167806/,Екатеринбург,sale,flat,10,15,1,46.5,-1,0,8530000,2025,-1,-1,-1,Чистовая,15 м²,-1,73432261790,Верх-Исетский, Викулова,41Б,Площадь 1905 года,Дом Викулов
75,ID 86873717,homeowner,https://ekb.cian.ru/sale/flat/308706448/,Екатеринбург,sale,flat,11,27,1,35.2,-1,0,4890000,2017,-1,-1,-1,-1,17 м²,10 м²,79126503389,Ленинский, Краснолесья,10,Чкаловская,
76,Корпорация Маяк,developer,https://ekb.cian.ru/sale/flat/302743423/,Екатеринбург,sale,flat,6,9,1,45.4,-1,0,4376528,2022,-1,-1,-1,Чистовая,"23,6 м²","9,7 м²",73432261671,Чкаловский, Круговая,18,Ботаническая,Рудный
77,ID 121145520,homeowner,https://ekb.cian.ru/sale/flat/306660945/,Екатеринбург,sale,flat,9,22,1,41.0,-1,0,4899999,2014,-1,-1,-1,-1,"16,7 м²","10,5 м²",79122920805,, Краснолесья,147,Геологическая,
78,Астон,developer,https://ekb.cian.ru/sale/flat/308013263/,Екатеринбург,sale,flat,3,8,1,37.05,-1,0,5890950,2025,-1,-1,-1,Предчистовая,"10,8 м²","14,7 м²",73432267635,Октябрьский,,,Геологическая,Астон Реформа ЖК
79,Светлана Озолова,realtor,https://ekb.cian.ru/sale/flat/305551566/,Екатеринбург,sale,flat,6,9,1,35.5,-1,0,4850000,1993,-1,-1,-1,-1,20 м²,9 м²,79193810841,Чкаловский, Титова,25А,Ботаническая,
80,РС-Девелопмент,developer,https://ekb.cian.ru/sale/flat/292492534/,Екатеринбург,sale,flat,10,18,1,35.5,-1,0,5557755,2025,-1,-1,-1,С отделкой,-1,-1,73432260930,Кировский,,,Машиностроителей,7Я ЖК
81,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/309509828/,Екатеринбург,sale,flat,10,17,1,41.5,-1,0,4850000,2014,-1,-1,-1,-1,"18,5 м²","11,1 м²",79122515743,, Анатолия Мехренцева,46,Геологическая,
82,Астон,developer,https://ekb.cian.ru/sale/flat/306942756/,Екатеринбург,sale,flat,2,12,1,34.88,-1,0,4560000,2025,-1,-1,-1,Предчистовая,"11,1 м²","7,4 м²",73432179084,Железнодорожный,переулок Проходной,1А,Уралмаш,Астон. Движение
83,Кулиговская и Партнёры,real_estate_agent,https://ekb.cian.ru/sale/flat/306100366/,Екатеринбург,sale,flat,16,20,1,45.0,-1,0,20590000,-1,-1,-1,-1,-1,18 м²,"19,9 м²",79126916845,Центр, Попова,18,Площадь 1905 года,Ленина 8
84,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/308574438/,Екатеринбург,sale,flat,2,9,1,27.9,-1,0,3650000,-1,-1,-1,-1,-1,"15,9 м²",7 м²,79826412417,Верх-Исетский, Крауля,61,Площадь 1905 года,
85,Стройтэк,developer,https://ekb.cian.ru/sale/flat/305942628/,Екатеринбург,sale,flat,9,18,1,35.42,-1,0,5590000,2024,-1,Монолитно-кирпичный,-1,Чистовая,"13,5 м²","9,6 м²",73432261797,Железнодорожный, Софьи Перовской,106А,Уральская,Абрикос
86,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/306143787/,Екатеринбург,sale,flat,15,16,1,37.3,-1,0,5230000,2020,-1,-1,-1,-1,10 м²,17 м²,79122515743,Чкаловский, Чемпионов,1,Ботаническая,
87,Кулиговская и Партнёры,real_estate_agent,https://ekb.cian.ru/sale/flat/303997917/,Екатеринбург,sale,flat,29,43,1,61.5,-1,0,19500000,-1,-1,-1,-1,-1,36 м²,15 м²,79826512627,Центр, Февральской Революции,15,Площадь 1905 года,
88,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/302221049/,Екатеринбург,sale,flat,2,9,1,34.4,-1,0,3150000,1984,-1,-1,-1,-1,18 м²,6 м²,79122515743,Орджоникидзевский,переулок Замятина,40к2,Проспект Космонавтов,
89,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/308536051/,Екатеринбург,sale,flat,2,10,1,32.0,-1,0,3900000,2012,-1,-1,-1,-1,14 м²,9 м²,79826515937,Железнодорожный, Техническая,58А,Уральская,
90,АТОМ,developer,https://ekb.cian.ru/sale/flat/307194611/,Екатеринбург,sale,flat,11,26,1,37.1,-1,0,5450000,2024,-1,Монолитно-кирпичный,-1,Чистовая,27 м²,-1,73432261772,Чкаловский, Щербакова,148/2,Ботаническая,River Park
91,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/305060462/,Екатеринбург,sale,flat,8,24,1,39.9,-1,0,6990000,2024,-1,-1,-1,-1,"11,8 м²","15,4 м²",79122515743,Кировский, Блюхера,38,Машиностроителей,Тёплые кварталы
92,Елена Ганиева,realtor,https://ekb.cian.ru/sale/flat/300100538/,Екатеринбург,sale,flat,12,14,1,32.1,-1,0,3750000,2018,-1,-1,-1,-1,17 м²,9 м²,79126924784,Октябрьский, Бахчиванджи,12А,Геологическая,
93,BAZA Development,representative_developer,https://ekb.cian.ru/sale/flat/298830144/,Екатеринбург,sale,flat,13,29,1,39.91,-1,0,6900000,2024,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","16,4 м²","9,4 м²",73432261641,Кировский, Владимира Высоцкого,7А,Динамо,Квартал-парк Каменные Палатки
94,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/298324569/,Екатеринбург,sale,flat,15,24,1,34.2,-1,0,4950000,2025,-1,-1,-1,-1,"10,2 м²","17,2 м²",79122515743,, Академика Ландау,3,Ботаническая,Amundsen
95,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/298002633/,Екатеринбург,sale,flat,12,25,1,32.0,-1,0,3800000,-1,-1,-1,-1,-1,15 м²,7 м²,79122521733,Чкаловский,Светлый мкр,11,Ботаническая,Светлый
96,BAZA Development,representative_developer,https://ekb.cian.ru/sale/flat/305675251/,Екатеринбург,sale,flat,10,31,1,37.22,-1,0,5949354,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432261829,Кировский, Владимира Высоцкого,7/2,Динамо,Квартал-парк Каменные Палатки
97,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/306660645/,Екатеринбург,sale,flat,12,26,1,45.7,-1,0,7600000,2015,-1,-1,-1,-1,"19,1 м²",12 м²,79122515743,,переулок Переходный,9,Ботаническая,
98,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/309545164/,Екатеринбург,sale,flat,4,9,1,28.0,-1,0,3200000,-1,-1,-1,-1,-1,16 м²,7 м²,79826513715,Железнодорожный, Автомагистральная,5,Машиностроителей,
99,Гринвич,developer,https://ekb.cian.ru/sale/flat/305959645/,Екатеринбург,sale,flat,2,25,1,44.23,-1,0,7167472,2025,-1,Монолитно-кирпичный,-1,Чистовая,-1,-1,73432261716,Кировский,,,Уральская,Теплые Кварталы ЖК
100,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/306770271/,Екатеринбург,sale,flat,8,24,1,39.9,-1,0,6990000,2024,-1,-1,-1,-1,"11,8 м²","15,4 м²",79122515743,Кировский, Блюхера,38,Машиностроителей,Тёплые кварталы
101,Формат,real_estate_agent,https://ekb.cian.ru/sale/flat/305722343/,Екатеринбург,sale,flat,5,5,1,33.3,-1,0,2790000,1963,-1,-1,-1,-1,18 м²,"6,4 м²",79827242488,Чкаловский, Грибоедова,8,Ботаническая,
102,Atlas Development,developer,https://ekb.cian.ru/sale/flat/301721791/,Екатеринбург,sale,flat,20,31,1,39.9,-1,0,8414437,2024,-1,-1,-1,Предчистовая,14 м²,"10,4 м²",73432261669,Октябрьский, Онежская,4,Ботаническая,4YOU
103,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/291748072/,Екатеринбург,sale,flat,17,22,1,43.8,-1,0,7150000,-1,-1,-1,-1,-1,14 м²,"17,5 м²",79122515743,Кировский,,,Машиностроителей,Теплые Кварталы ЖК
104,АТОМ,developer,https://ekb.cian.ru/sale/flat/307087881/,Екатеринбург,sale,flat,2,15,1,42.55,-1,0,7600000,2026,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,"Предчистовая, чистовая","10,7 м²","18,6 м²",73432261798,Орджоникидзевский,,,Уралмаш,Северное Сияние ЖК
105,Брусника - Екатеринбург,developer,https://ekb.cian.ru/sale/flat/308504889/,Екатеринбург,sale,flat,8,24,1,50.4,-1,0,11290000,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая",-1,-1,73432261804,,,,Чкаловская,Южные Кварталы ЖК
106,Недвижимость24.ру,real_estate_agent,https://ekb.cian.ru/sale/flat/307489117/,Екатеринбург,sale,flat,9,10,1,33.0,-1,0,4100000,2006,-1,-1,-1,-1,"15,7 м²","7,3 м²",79126720259,Орджоникидзевский, Ульяновская,11,Проспект Космонавтов,
107,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300730555/,Екатеринбург,sale,flat,5,7,1,33.1,-1,0,5200000,2023,-1,-1,-1,-1,"10,7 м²","14,4 м²",79122515743,Железнодорожный, Сортировочная,22,Уральская,Квартал Депо
109,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/304246095/,Екатеринбург,sale,flat,8,9,1,32.5,-1,0,3300000,-1,-1,-1,-1,-1,"13,4 м²","6,8 м²",79122515743,Октябрьский, Прибалтийская,31/1,Геологическая,
110,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/309163181/,Екатеринбург,sale,flat,1,5,1,31.1,-1,0,3695000,1961,-1,-1,-1,-1,18 м²,5 м²,79827308098,Орджоникидзевский, Избирателей,22,Проспект Космонавтов,
111,Брусника,developer,https://ekb.cian.ru/sale/flat/307778191/,Екатеринбург,sale,flat,2,24,1,43.0,-1,0,9250000,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая",-1,-1,73432261621,,,,Чкаловская,Южные Кварталы ЖК
112,ID 83038167,unknown,https://ekb.cian.ru/sale/flat/308882375/,Екатеринбург,sale,flat,5,5,1,30.0,-1,0,3350000,1981,-1,-1,-1,-1,-1,6 м²,79122310564,Железнодорожный,проспект Седова,30,Уральская,
